²¨³¤(nm),0312-432-1-2 - RawData,0312-432-1-3 - RawData,0312-432-1-4 - RawData,0312-432-1-5 - RawData,0312-432-1-6 - RawData,0312-432-1-7 - RawData,0312-432-1-8 - RawData,0312-432-1-9 - RawData,0312-432-2-2 - RawData,0312-432-2-3 - RawData,0312-432-2-4 - RawData,0312-432-2-5 - RawData,0312-432-2-6 - RawData,0312-432-2-7 - RawData,0312-432-2-8 - RawData,0312-432-2-9 - RawData,20260313-Step2 octa-432-3-2 - RawData,20260313-Step2 octa-432-3-3 - RawData,20260313-Step2 octa-432-3-4 - RawData,20260313-Step2 octa-432-3-5 - RawData,20260313-Step2 octa-432-3-6 - RawData,20260313-Step2 octa-432-3-7 - RawData,20260313-Step2 octa-432-3-8 - RawData,20260313-Step2 octa-432-3-9 - RawData,0313-432-4-2 - RawData,0313-432-4-3 - RawData,0313-432-4-4 - RawData,0313-432-4-5 - RawData,0313-432-4-6 - RawData,0313-432-4-7 - RawData,0313-432-4-8 - RawData,0313-432-4-9 - RawData,263014-432-5-TESTAU-2 - RawData,263014-432-5-TESTAU-3 - RawData,263014-432-5-TESTAU-4 - RawData,263014-432-5-TESTAU-5 - RawData,263014-432-5-TESTAU-6 - RawData,263014-432-5-TESTAU-7 - RawData,263014-432-5-TESTAU-8 - RawData,263014-432-5-TESTAU-9 - RawData,0316-432-6-2 - RawData,0316-432-6-3 - RawData,0316-432-6-4 - RawData,0316-432-6-5 - RawData,0316-432-YIBANNONGDU-6-6 - RawData,0316-432-6-7 - RawData,0316-432-6-8 - RawData,0316-432-6-9 - RawData,0316-432-7-2 - RawData,0316-432-7-3 - RawData,0316-432-7-4 - RawData,0316-432-7-5 - RawData,0316-432-7-6 - RawData,0316-432-7-7 - RawData,0316-432-7-8 - RawData,0316-432-7-9 - RawData,0316-432-8-2 - RawData,0316-432-8-3 - RawData,0316-432-8-4 - RawData,0316-432-8-5 - RawData,0316-432-8-6 - RawData,0316-432-8-7 - RawData,0316-432-8-8 - RawData,0316-432-8-9 - RawData,0317-432-9-2 - RawData,0317-432-9-3 - RawData,0317-432-9-4 - RawData,0317-432-9-5 - RawData,0317-432-9-6 - RawData,0317-432-9-7 - RawData,0317-432-9-8 - RawData,0317-432-9-9 - RawData,0317-432-10-2 - RawData,0317-432-10-3 - RawData,0317-432-10-4 - RawData,0317-432-10-5 - RawData,0317-432-10-6 - RawData,0317-432-10-7 - RawData,0317-432-10-8 - RawData,0317-432-10-9 - RawData
582,-0.126877804,-0.031171488,-0.004271321,0.0019702629650768183,-0.003432961,-0.013776374,-0.002661822,0.0010740127552416976,-0.001006259,-0.022991341,-0.075247934,-0.001689497,-0.009703232,0.0020013540565832566,-0.013819986,-0.09127081,-0.148179853,0.0006972402540076337,-0.102686152,-0.055268257,-0.000636945,-0.117571423,-0.097747414,0.0004962007998455491,-0.140973036,-0.066629746,-0.001268279,-0.126618362,0.00014714707146149298,-0.003998636,-8.26E-05,-0.055777135,-0.026818114,-0.141282669,-0.087916434,-0.07422488,0.0008468585079654458,0.0007848274086438875,0.0004018469541168428,-0.013892306,0.00089187628351772,-0.040159339,0.0008872335254921117,-0.045898889,-0.101705512,-0.098849597,-0.084101525,-0.171428261,-0.163860167,-0.178687567,-0.00193504,0.0011766758101319718,0.001999714069379425,0.0018752360271415383,-0.013546074,-0.025969242,-0.007882887,-0.118369241,-0.116668554,-0.000228806,2.9475882224564505e-05,-0.025643655,-0.146827511,-0.119635186,0.0025589589477119997,0.002242302656168303,-0.148907639,0.0013816916880470063,0.0037863885550568997,-0.037990941,-0.022890589,-0.177670217,-0.06827832,0.00039619727738339917,-0.094230326,0.004583789980477004,-0.003788886,-0.002193177,-0.067270867,-8.96E-05
584,-0.12011871,-0.035376554,-0.002867238,0.002162616560678391,-0.002121798,-0.013683587,-0.002955395,0.0014507673498362931,-0.001069905,-0.022619777,-0.078069301,-0.002000027,-0.007096531,0.0018968724535179757,-0.011537517,-0.098252253,-0.145161367,0.000730601961352178,-0.107534916,-0.049395045,-0.000269482,-0.126028061,-0.106465993,0.0002988291694676503,-0.133062724,-0.066792378,-0.001525394,-0.13139088,0.0001628530392100931,-0.003495126,-1.77E-05,-0.062583758,-0.021531605,-0.143225856,-0.096590288,-0.071545193,0.0011520811533173858,0.0009875411345743284,0.0005209082912769609,-0.014279109,0.0012866412262284984,-0.043259784,0.0009800788568031134,-0.050284584,-0.112663271,-0.103595265,-0.080706182,-0.174335616,-0.159539516,-0.180739233,-5.31E-05,0.0011658359923729478,0.0021134195604402737,0.0014287622596246712,-0.013996697,-0.029489659,-0.007334389,-0.123498927,-0.115448181,-0.000210383,0.0001478677244528324,-0.028329633,-0.143522984,-0.125570119,0.002614405490911915,0.0033102470627119954,-0.156996254,0.0014417880110023096,0.004267208611892958,-0.035087271,-0.020082458,-0.179204876,-0.07074618,0.0005156889529734699,-0.09811546,0.004938050774056827,-0.005359897,-0.001557732,-0.066076799,-6.62E-05
586,-0.11248134,-0.039745448,-0.001591377,0.002336632142035924,-0.000872042,-0.013509842,-0.003197377,0.001795966685885653,-0.001101587,-0.022051303,-0.080562046,-0.002269886,-0.004687348,0.0017756212770685667,-0.009442679,-0.105218846,-0.140976598,0.0007603903768789868,-0.112016307,-0.043417037,7.542098235999858e-05,-0.134410163,-0.11545152,8.52544165596504e-05,-0.124151052,-0.066523277,-0.001740459,-0.135502263,0.00017989379731977973,-0.0029529,4.597221065343808e-05,-0.069807821,-0.016616142,-0.144105227,-0.105376865,-0.068593019,0.001423243138998971,0.0011679912055674157,0.0006100175843192495,-0.014600581,0.0016554144290183764,-0.04645108,0.0010660530716210931,-0.054766335,-0.124004907,-0.107956301,-0.076876947,-0.175953852,-0.153689772,-0.181420803,0.0017111268811526776,0.0011452081271722848,0.0022096318834661354,0.0009697979225924972,-0.014382827,-0.033306059,-0.006754321,-0.128040408,-0.113256958,-0.000219929,0.0002602136144850184,-0.031137146,-0.13916974,-0.130823693,0.0026460451163208653,0.004263541907639584,-0.164430266,0.0014973453463723355,0.004691916478671493,-0.032061795,-0.017248722,-0.17948389,-0.072829779,0.0006008960615935201,-0.101559659,0.005238489022796666,-0.00714189,-0.000978181,-0.064424545,-4.63E-05
588,-0.104263604,-0.044229821,-0.000450285,0.0024939349574444923,0.00028566018489637813,-0.013258714,-0.00335594,0.0021061917389350255,-0.001117594,-0.021307289,-0.082687998,-0.00250093,-0.002496944,0.0016317440187662497,-0.007539359,-0.112079908,-0.135757921,0.0007719547184212065,-0.115949579,-0.037517042,0.0003852642693592334,-0.142520293,-0.124657571,-0.00013982,-0.11455026,-0.065798067,-0.001912301,-0.138769379,0.00019122659031462288,-0.002391072,0.00010147181731817018,-0.077539932,-0.012127193,-0.143849562,-0.114262076,-0.065413642,0.0016663660304377,0.0013333834163579922,0.0006746161854024862,-0.01484898,0.0019953706724486478,-0.049712706,0.001133428599637103,-0.059339313,-0.135699118,-0.111827183,-0.072690481,-0.176221983,-0.146480148,-0.180675091,0.0033409326938647994,0.0011148865081750843,0.0022883287570905474,0.0005137906598840555,-0.014713234,-0.037400845,-0.006140056,-0.131915546,-0.110100212,-0.000231135,0.00035404216275125415,-0.03406991,-0.133754371,-0.135316679,0.002643623686516588,0.005110750864668331,-0.170991232,0.0015481683357982882,0.005054838164703149,-0.028956603,-0.014417685,-0.178311445,-0.074509223,0.0006530262235620301,-0.104473223,0.0054742929411003855,-0.009168745,-0.000456899,-0.062356946,-2.87E-05
590,-0.095574683,-0.048827792,0.0005695889121306208,0.002629698070319721,0.0013468477038155752,-0.012925149,-0.003445927,0.0023665747595669204,-0.001115225,-0.020429946,-0.084396865,-0.002683245,-0.000543184,0.0014648718100801648,-0.005839046,-0.118686844,-0.129652767,0.0007814621095481933,-0.119373262,-0.03185371,0.0006550551830903264,-0.150139635,-0.13375058,-0.000375554,-0.104517593,-0.064629125,-0.002038584,-0.141200919,0.00021047911928556324,-0.001825538,0.00015935697115356114,-0.08569803,-0.008096958,-0.142560009,-0.123175587,-0.06202916,0.0018712727006242242,0.001484065016520387,0.0007149725552111511,-0.015027888,0.0022961320121438517,-0.052948483,0.0011871908950227353,-0.063816984,-0.147398833,-0.115145932,-0.068336319,-0.175147371,-0.138356029,-0.178648263,0.004790418884982423,0.001082245234164129,0.002340005864631509,7.494371580305591e-05,-0.014976736,-0.041613881,-0.00551743,-0.135049431,-0.106134627,-0.000233612,0.00044815990738592394,-0.037068439,-0.127575866,-0.138947727,0.0025999944196445635,0.005874557087094491,-0.176570144,0.0015870777706971102,0.005369924706236023,-0.025807279,-0.011647684,-0.175817903,-0.075743219,0.000687516672987618,-0.106768727,0.0056556700029839965,-0.011369195,1.0448584107126544e-05,-0.059936928,-1.26E-05
592,-0.0866589,-0.05346252,0.001500651668860797,0.002763549350554861,0.0023209415585417727,-0.012527952,-0.003479144,0.002586678813757585,-0.001095211,-0.019454466,-0.085702629,-0.002826621,0.0012286279367516998,0.001279922885986753,-0.004282864,-0.125054093,-0.122888401,0.0007926458994500063,-0.122176568,-0.026473786,0.0008866456439813129,-0.157219989,-0.142829737,-0.000626638,-0.09420295,-0.063108676,-0.002127927,-0.142778101,0.00022925259837692548,-0.001276848,0.00021849141267742247,-0.09417025,-0.004435193,-0.140250372,-0.132159478,-0.058605379,0.0020488091874421594,0.0016258522580176126,0.0007435921641128294,-0.015144138,0.0025639545838103154,-0.056183527,0.001232402093942132,-0.068254222,-0.15929353,-0.117976133,-0.063757873,-0.172831078,-0.129285026,-0.175311999,0.0061219917736095135,0.0010498358553475012,0.0023844035208256897,-0.000371418,-0.015182314,-0.046008962,-0.004873388,-0.137391551,-0.101376187,-0.000198914,0.0005397067366729861,-0.040195734,-0.120602644,-0.141755249,0.002519938249006883,0.006578717142747168,-0.181183032,0.001624345437544293,0.005645408246609517,-0.022661238,-0.008955354,-0.172062857,-0.076552886,0.0006964015346340522,-0.108484765,0.005800347095586542,-0.0138224,0.0004483271539056845,-0.05718093,1.7965668764619955e-06
594,-0.077643372,-0.058115734,0.0023558333577259165,0.002879749095828968,0.0032201744906520226,-0.012073766,-0.003463952,0.0027816409758381587,-0.001052947,-0.018393049,-0.086558083,-0.002919565,0.002805959425785408,0.0010919531739094074,-0.002886664,-0.131043544,-0.115515355,0.0007918490477599371,-0.124338632,-0.02135052,0.0010865567386045315,-0.163735865,-0.151779134,-0.000883648,-0.08359996,-0.061156143,-0.002169056,-0.143472937,0.00024233327567531638,-0.000754893,0.00028041653346399934,-0.103159457,-0.00111897,-0.136951247,-0.141193218,-0.055048085,0.0021912963487481086,0.0017595213748103017,0.0007490110513939039,-0.015200353,0.002798881887056042,-0.059309862,0.001267074079196869,-0.072607669,-0.170935204,-0.120246305,-0.059079357,-0.169288872,-0.119454062,-0.170728596,0.007329635150101887,0.0010135112316940606,0.0024126823182016306,-0.000812541,-0.01533516,-0.050545453,-0.004219257,-0.138969187,-0.09595356,-0.000182697,0.0006154459365052113,-0.043426867,-0.113029828,-0.143696108,0.0023983126304613278,0.007206360135287537,-0.184756289,0.0016536306068635374,0.005872440169574119,-0.019515011,-0.006312126,-0.167082434,-0.076920704,0.0006890670681432008,-0.109588647,0.005902919565688501,-0.016528685,0.0008495780953040176,-0.054135277,1.6986639694328805e-05
596,-0.068715174,-0.062780079,0.003128592923462305,0.00298730324981205,0.0040414172134062105,-0.011569608,-0.00340426,0.0029429532891841912,-0.001012761,-0.017290943,-0.086897481,-0.002971212,0.004167518731123118,0.0008969794072084486,-0.001674719,-0.136581826,-0.107673492,0.0007865042219012365,-0.125791505,-0.016619383,0.001250316733818299,-0.169537894,-0.160451431,-0.001136857,-0.073001397,-0.058854949,-0.002181327,-0.143207574,0.00025509806467373614,-0.000270553,0.00032853569161989755,-0.112424112,0.0017886466327206925,-0.132743741,-0.150070976,-0.051409793,0.0023030106087469126,0.001880202213047106,0.0007293067663632721,-0.015196709,0.0030013137472966814,-0.062781488,0.0012938357731063599,-0.076809619,-0.182053997,-0.121893221,-0.054457109,-0.164628055,-0.109302486,-0.165068367,0.008385477352841666,0.0009770594570735203,0.002426403667320536,-0.001234446,-0.015415618,-0.055072502,-0.003566089,-0.13965861,-0.089898876,-0.000171465,0.0006760605162829995,-0.046735332,-0.105015339,-0.144655838,0.0022316383593528515,0.0077682125761923074,-0.187135539,0.0016784353704117276,0.006044529318438706,-0.016438244,-0.003801415,-0.161018844,-0.076800761,0.0006517093976669745,-0.110004279,0.00595920596081826,-0.019466,0.0011975737686053315,-0.05083654,2.7319940512604782e-05
598,-0.060088139,-0.067363246,0.0038340490717099374,0.0030832627474088772,0.004768942785792518,-0.011010887,-0.003319474,0.0030671934195294695,-0.000962396,-0.016179014,-0.086699166,-0.002981739,0.005335254186996553,0.0007066403683641356,-0.000624718,-0.141518636,-0.09951486,0.0007619064104093398,-0.126459761,-0.012310055,0.0013790910237233655,-0.174433512,-0.168535646,-0.001371668,-0.06286318,-0.056237148,-0.00215684,-0.141951394,0.0002669122023875819,0.00017447274992665754,0.00037317788286046066,-0.121866669,0.004339962371159694,-0.127761352,-0.158615683,-0.047748303,0.0023872907181514197,0.0020016897225144078,0.0006991066145269201,-0.015121239,0.00316678522353348,-0.066089462,0.0013248910386349185,-0.080679473,-0.19236029,-0.122867427,-0.049853569,-0.158853454,-0.098974738,-0.15833803,0.009313913400706112,0.0009421124323927476,0.0024284703544051297,-0.001649288,-0.015431762,-0.059633393,-0.002927124,-0.139514386,-0.083451405,-0.000180588,0.0007387465519735354,-0.050095141,-0.096717106,-0.144696314,0.002007699752352186,0.008279932255845175,-0.188315452,0.001693119743405182,0.0061660012593016626,-0.013476937,-0.001456039,-0.154169625,-0.076235558,0.0006115562270138172,-0.109819524,0.005974941179795613,-0.022607271,0.001535897760629466,-0.047379123,4.4772869209163546e-05
600,-0.051936724,-0.071758691,0.00447823798298447,0.003164685268514149,0.005414863344257252,-0.010408591,-0.003205922,0.0031550601704032496,-0.000905356,-0.015059453,-0.085970542,-0.002952114,0.0063689083380957835,0.0005068948012885266,0.00030888173051207656,-0.14590224,-0.09135832,0.0007481100403882559,-0.126371008,-0.008415487,0.0014792633842342436,-0.178407977,-0.176077867,-0.001583181,-0.053102189,-0.053384643,-0.002111834,-0.139816417,0.00027512910652439156,0.0005638950805413837,0.00041299098199405743,-0.131424884,0.006555337139347516,-0.122141102,-0.166727433,-0.044131241,0.0024408296664196524,0.002113359036971927,0.0006640264000820374,-0.014976699,0.0032892744770583633,-0.069212179,0.0013342807385303052,-0.084242043,-0.20197927,-0.123272997,-0.045322831,-0.152129951,-0.088569563,-0.150727365,0.010128602840455643,0.0009012024456085002,0.0024191824083641413,-0.002061831,-0.015394044,-0.064181913,-0.002295301,-0.138556038,-0.076650738,-0.000200862,0.0007941101712430679,-0.053484456,-0.088311478,-0.143783037,0.0017301222800832892,0.008746418256497964,-0.188313208,0.0016977313159888046,0.0062453333865547305,-0.010617265,0.0007610338214349235,-0.146594556,-0.075218257,0.0005605244244148418,-0.109047355,0.0059569331907467415,-0.025956102,0.0018408163864609053,-0.043788893,6.215899589087363e-05
602,-0.044287688,-0.075913611,0.005062928452588486,0.003237353298966209,0.005992494613670517,-0.009771063,-0.003087156,0.0032124691381252794,-0.000852142,-0.013948572,-0.084699913,-0.002894604,0.007306797297019581,0.0003128853962590307,0.0011612478774725454,-0.149708043,-0.083119814,0.0007234731464031607,-0.125476384,-0.004898748,0.0015503702016591617,-0.181473073,-0.18300645,-0.001768075,-0.043829958,-0.050293173,-0.002050534,-0.136748061,0.00027904246354758494,0.0009090036445054897,0.0004468392663306644,-0.141067187,0.008512852018076025,-0.115880454,-0.174466564,-0.040555787,0.0024702766426484587,0.002221447434662888,0.0006178638743896276,-0.014781286,0.003373903616405074,-0.072185937,0.0013453879040761698,-0.087529888,-0.210747095,-0.123023953,-0.040796692,-0.144475223,-0.07815469,-0.142300077,0.01083387031877352,0.0008649290687620815,0.002382543480230653,-0.002462181,-0.015291099,-0.068648678,-0.001669203,-0.136678318,-0.069508627,-0.000233385,0.0008447489068554196,-0.0569395,-0.079974761,-0.141907157,0.0013930728102810853,0.009164729839087182,-0.187049061,0.0016955360921143063,0.006286659569879926,-0.007882918,0.002836807290501383,-0.138337842,-0.07379039,0.0004969871986100982,-0.107616198,0.0059141609376878205,-0.029484831,0.002132397304011601,-0.040060272,7.789639775107918e-05
604,-0.037209102,-0.079820773,0.0055914785925315034,0.0033084572348464087,0.006500099954660674,-0.00910373,-0.002961159,0.003238384808594344,-0.000804533,-0.012850553,-0.082879861,-0.00282005,0.00814842992088139,0.00012703558154941372,0.0019281453007706211,-0.152868966,-0.075006608,0.0006899254691788666,-0.123797097,-0.001725578,0.0016039511662078818,-0.183563389,-0.189449176,-0.001915605,-0.035173873,-0.047046151,-0.001976287,-0.132857922,0.00027745740363755583,0.001215858257099479,0.0004703586019089712,-0.150813092,0.010226485214218317,-0.109143345,-0.181333252,-0.037049233,0.002485578493093611,0.0023270416233902406,0.0005643583203734943,-0.014524237,0.0034254460045973142,-0.074974222,0.0013407956404212678,-0.090504638,-0.218677881,-0.122096754,-0.036350127,-0.135978818,-0.068031346,-0.133261354,0.01144297411770229,0.0008211445416246965,0.0023476819581891534,-0.002830599,-0.015131848,-0.072973454,-0.001058641,-0.133929666,-0.062168181,-0.000257464,0.0008879310349103843,-0.060424136,-0.071578563,-0.139129403,0.0009879490762913557,0.009548392189010359,-0.184632702,0.0016914711532193833,0.006291824708309969,-0.005247368,0.004799157189359424,-0.12943697,-0.071982099,0.00043239635773120765,-0.105640556,0.005832027427363556,-0.033163436,0.002405127122956236,-0.036298092,8.336269163961515e-05
606,-0.030609049,-0.083474873,0.006082309443284305,0.0033582766957445396,0.006935953070308399,-0.00840962,-0.002838909,0.0032273124747414267,-0.000758919,-0.011787124,-0.080557439,-0.002726946,0.008921425582541033,-4.51E-05,0.002627750519320751,-0.155314602,-0.067058877,0.0006659715951946347,-0.12131449,0.0010746030321256332,0.0016179308726335514,-0.18453272,-0.194713871,-0.002024903,-0.027208379,-0.043659757,-0.001892038,-0.128253293,0.0002778424325639862,0.0014796537004598828,0.0004913359850993371,-0.160439625,0.011712745353934784,-0.102063213,-0.186932167,-0.033647974,0.002472868373380067,0.0024168064066242383,0.000506847711794352,-0.014219112,0.0034414866127504234,-0.077504785,0.0013369354624531782,-0.093039427,-0.2254218,-0.120504024,-0.032130376,-0.12696467,-0.058411159,-0.12376549,0.011913700238667311,0.0007787179176055826,0.0023005230562391536,-0.003166213,-0.014920583,-0.077004736,-0.000462997,-0.130232238,-0.054732083,-0.000264883,0.0009367704825197424,-0.063893133,-0.063336213,-0.135428406,0.0005139481444140577,0.009901057142165104,-0.181019054,0.0016831645167789911,0.006255510152713053,-0.002734368,0.006619872901962306,-0.119952301,-0.069779246,0.00037182287826562706,-0.10309132,0.0057264851788161215,-0.036989451,0.0026580731111858335,-0.032509416,9.257145341640504e-05
608,-0.024566529,-0.086789793,0.0065403016347137365,0.0034080133492727822,0.0073113030882329,-0.007691083,-0.002716253,0.0031848798963877876,-0.000707675,-0.01074906,-0.077717904,-0.002619499,0.009622480251832037,-0.000213697,0.003262900380068973,-0.157019229,-0.059482519,0.0006479109791335985,-0.118147286,0.003544333840852199,0.0016074167084182442,-0.184427063,-0.198331639,-0.002103797,-0.019957408,-0.04018625,-0.001801175,-0.12300211,0.00028020444445299523,0.001709489180491883,0.0005199320304091428,-0.169742169,0.01305161374086662,-0.094673786,-0.191955465,-0.030451742,0.002448379118192111,0.002504880567283622,0.00045224975695770816,-0.013861621,0.0034328033103525083,-0.079796521,0.001316561094652602,-0.095168199,-0.231070769,-0.118256411,-0.028071189,-0.117522865,-0.049094223,-0.11379616,0.012308248896213844,0.000737910967125665,0.002242672341326564,-0.003474994,-0.014655538,-0.080835292,0.00012077805810984623,-0.125696933,-0.047197023,-0.000261164,0.0009841216356057704,-0.067359154,-0.055187068,-0.130831695,-3.07E-05,0.010206114647600833,-0.176273383,0.0016693151554565695,0.006227083767626359,-0.000389206,0.008293167856970736,-0.110150252,-0.067230991,0.0003045453190949499,-0.09996402,0.005605826005348494,-0.040997797,0.0029108379642809783,-0.028735685,9.471894029734694e-05
610,-0.018961539,-0.089826155,0.006977530958209624,0.0034523687512529166,0.0076454533656689135,-0.006956134,-0.002591766,0.00311383981428968,-0.000666806,-0.009739103,-0.074448201,-0.002506222,0.010266470831107256,-0.000367562,0.0038308357076017475,-0.15793614,-0.052181913,0.0006232069744154809,-0.114299901,0.00577571321921693,0.0015713119511112604,-0.183211403,-0.200787244,-0.002144019,-0.013248325,-0.036575278,-0.001707633,-0.117216613,0.00028145934726937056,0.001903282392210477,0.0005505825311166177,-0.17884356,0.014226365953788591,-0.087241064,-0.196354272,-0.027354809,0.002412836107548539,0.002587233398451464,0.00039888106438694626,-0.013472506,0.003399349402688279,-0.08183259,0.001290315193529913,-0.096863321,-0.235325434,-0.115384762,-0.02422295,-0.107710417,-0.040292409,-0.10359434,0.012613974929047247,0.0007011173965250118,0.002183992225864354,-0.003733052,-0.014348282,-0.084381437,0.0006859576470148466,-0.120568521,-0.039843729,-0.000262477,0.0010281167974430974,-0.070704242,-0.047400308,-0.125574353,-0.00065258,0.010460611086636892,-0.170539868,0.0016518877926643867,0.006168422105994147,0.0018178387161666078,0.009832895114344072,-0.100115752,-0.064403353,0.0002491259152633033,-0.09640316,0.005478314559908756,-0.045129839,0.0031503420602399853,-0.025088866,0.00010314550609948841
612,-0.013840777,-0.092545639,0.007390345062248398,0.003490785132094152,0.007930308466834584,-0.006222384,-0.002473975,0.0030211596969804354,-0.000630227,-0.008765145,-0.070785051,-0.002389661,0.010855307658950595,-0.000512585,0.004335509237917194,-0.158145162,-0.045242966,0.0006010261897479554,-0.109877453,0.007735673169005852,0.0015048673387050467,-0.180909737,-0.202564765,-0.00215762,-0.007272834,-0.032999477,-0.001622768,-0.111047429,0.0002840094281405342,0.0020556570229476735,0.0005702969673989434,-0.187493778,0.015267594104889391,-0.079817579,-0.20002179,-0.024355935,0.0023620962017516255,0.00266204190192093,0.0003358294650879553,-0.013055146,0.0033489461175130013,-0.084031103,0.0012631552170246114,-0.098120356,-0.238161615,-0.111973276,-0.020639532,-0.097819659,-0.032185586,-0.093440809,0.012839404808780167,0.0006625541618174933,0.0021225949770148364,-0.003940303,-0.013998116,-0.087589726,0.0012303198946997831,-0.114831229,-0.032663646,-0.000264448,0.0010651343179449014,-0.073958549,-0.039993068,-0.119670169,-0.001342082,0.010663087406197794,-0.1640228,0.0016275241082213555,0.006076081987343624,0.00386238621224268,0.011196887017249304,-0.090213932,-0.061308719,0.00019339444617246746,-0.092481659,0.005339878927707063,-0.049379574,0.003378626953164871,-0.021535739,0.00010795570885429464
614,-0.009181322,-0.094928156,0.0077748377295537565,0.0035205741450240876,0.00816039258310822,-0.005478404,-0.002361223,0.002897594230021002,-0.000593449,-0.007822265,-0.06683224,-0.00227196,0.011401929206387,-0.000635498,0.004800569347413774,-0.157630097,-0.03872623,0.0005782634866814904,-0.104902442,0.009468355301646513,0.0014238620725382472,-0.177539547,-0.203567,-0.002134083,-0.002108277,-0.029441027,-0.00154158,-0.104587207,0.0002847162855271158,0.0021752022259974805,0.0005871524003138941,-0.195615964,0.016166301549258518,-0.07263352,-0.20289426,-0.021544693,0.0023028690812233956,0.002736118429636652,0.0002829688477242121,-0.012601735,0.0032738844803726274,-0.085848375,0.0012386619793186486,-0.098894431,-0.239525511,-0.108098784,-0.01721204,-0.087846295,-0.02467463,-0.083231663,0.012989386069127445,0.0006265329085499123,0.002058435157233049,-0.004104126,-0.013611642,-0.090518674,0.0017445213860429244,-0.108733988,-0.025960479,-0.000284564,0.0011094532642446022,-0.077006318,-0.033149208,-0.113309675,-0.002095438,0.010816610948323351,-0.156658941,0.001596067309009707,0.005953666278756529,0.0057482864520440255,0.012391673944682907,-0.080718144,-0.05803909,0.00015241940501055926,-0.088357239,0.005197404481606273,-0.053597118,0.003612112645729807,-0.018194876,0.00012022905380410333
616,-0.005012632,-0.096883823,0.008122460506391154,0.0035406183135918414,0.00835057255806243,-0.004753354,-0.0022534,0.0027520562831324,-0.000561232,-0.006916296,-0.062656457,-0.002149624,0.01191119970421187,-0.000743661,0.005213616000287802,-0.156418743,-0.032807591,0.0005563563016580354,-0.099606446,0.010980514432588746,0.0013281884670451587,-0.173331331,-0.203930148,-0.002091299,0.0024510309002313837,-0.026020927,-0.001469709,-0.098082667,0.00028539929969522684,0.00225676109044335,0.0006015893448938665,-0.203073228,0.01695836426742523,-0.065669271,-0.205033157,-0.018884496,0.0022417310376400368,0.0027978826161075064,0.00023858498823648198,-0.012120529,0.003181181756109962,-0.087402391,0.0012097229893589518,-0.099216822,-0.239510048,-0.103900627,-0.014076995,-0.078043498,-0.01787355,-0.0732841,0.013069672501402854,0.000590095244908837,0.001991540306107046,-0.00420935,-0.013193982,-0.093054243,0.002226659131411098,-0.102357728,-0.019696275,-0.000294253,0.0011481570273654657,-0.079867542,-0.026843586,-0.106519749,-0.002905387,0.010902966036190898,-0.14866748,0.0015547255818084246,0.005814902692812832,0.007464724616369191,0.01344123657110342,-0.071631401,-0.054668615,0.00012029058177024296,-0.084045781,0.005057213794293418,-0.057787475,0.0038286610719767402,-0.015023704,0.00012414569416507358
618,-0.001278513,-0.098450167,0.00843752084291111,0.003549824685307893,0.008489014381757023,-0.00403263,-0.00216425,0.0025848244174143296,-0.000539701,-0.006071059,-0.058373469,-0.0020412,0.012366101275224705,-0.000831999,0.0055831371240716845,-0.154632233,-0.02727766,0.0005331686717964473,-0.093892545,0.012295862853462309,0.0012232053539537333,-0.168330513,-0.203376106,-0.002030572,0.0064516197707764535,-0.022660821,-0.001411027,-0.091459422,0.0002797058023547421,0.0023080500387128115,0.000609145421545061,-0.2098026,0.01767754234629782,-0.058892349,-0.2063767,-0.01638583,0.0021725438098839636,0.0028492383652919937,0.00020195844017497296,-0.011621511,0.003073834439414812,-0.088709217,0.0011861286886544645,-0.099080381,-0.238118949,-0.099378147,-0.011133011,-0.068671895,-0.011747414,-0.063693461,0.013077061379909053,0.0005650013902417006,0.0019167782598207578,-0.004269301,-0.012751996,-0.09518545,0.0026783485585583945,-0.095696344,-0.013844593,-0.000294666,0.0011904519168861565,-0.082348591,-0.0210902,-0.099431823,-0.003775985,0.010932407919820857,-0.14012397,0.0015124735645178067,0.005659684386044981,0.009055800210023234,0.014347460654940348,-0.062903055,-0.051230717,9.339302841422637e-05,-0.079530105,0.004916228861524832,-0.061900935,0.004040897495498276,-0.011998687,0.00012848420263913217
